"ID","?CBS LOAN STATUS","ACTUAL DISBURSEMENT DATE","OPPORTUNITY STATUS","ID","APPLICATION STATUS","STATUS"
"0068p000003oW54AAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oW54AAE","Disbursed","Item Updated"
"0068p000003p3goAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003p3goAAA","Disbursed","Item Updated"
"0068p000003ouyvAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ouyvAAA","Disbursed","Item Updated"
"0068p000003m7qbAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003m7qbAAA","Disbursed","Item Updated"
"0068p000003pLFtAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pLFtAAM","Disbursed","Item Updated"
"0068p000003q2XhAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003q2XhAAI","Disbursed","Item Updated"
"0068p000003ovCaAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ovCaAAI","Disbursed","Item Updated"
"0068p000003q5KGAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003q5KGAAY","Disbursed","Item Updated"
"0068p000003pAFkAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pAFkAAM","Disbursed","Item Updated"
"0068p000003qpJuAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qpJuAAI","Disbursed","Item Updated"
"0068p000003kwAnAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kwAnAAI","Disbursed","Item Updated"
"0068p000003p6BJAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003p6BJAAY","Disbursed","Item Updated"
"0068p000003SWvCAAW","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003SWvCAAW","Disbursed","Item Updated"
"0068p000003huezAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003huezAAA","Disbursed","Item Updated"
"0068p000003hueyAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003hueyAAA","Disbursed","Item Updated"
"0068p000003q5OwAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003q5OwAAI","Disbursed","Item Updated"
"0068p000003q4PhAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003q4PhAAI","Disbursed","Item Updated"
"0068p000003pbGXAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pbGXAAY","Disbursed","Item Updated"
"0068p000003qYS7AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qYS7AAM","Disbursed","Item Updated"
"0068p000003qYS6AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qYS6AAM","Disbursed","Item Updated"
"0068p000003qYSZAA2","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qYSZAA2","Disbursed","Item Updated"
"0068p000003q601AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003q601AAA","Disbursed","Item Updated"
"0068p000003q4dZAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003q4dZAAQ","Disbursed","Item Updated"
"0068p000003pzLLAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pzLLAAY","Disbursed","Item Updated"
"0068p000003qLuqAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qLuqAAE","Disbursed","Item Updated"
"0068p000003pxu8AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pxu8AAA","Disbursed","Item Updated"
"0068p000003sSHSAA2","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003sSHSAA2","Disbursed","Item Updated"
"0068p000003lQRbAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003lQRbAAM","Disbursed","Item Updated"
"0068p000003paiUAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003paiUAAQ","Disbursed","Item Updated"
"0068p000003okHvAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003okHvAAI","Disbursed","Item Updated"
"0068p000003oikRAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oikRAAQ","Disbursed","Item Updated"
"0068p000003pJ4rAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pJ4rAAE","Disbursed","Item Updated"
"0068p000003ovlbAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ovlbAAA","Disbursed","Item Updated"
"0068p000003pE6aAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pE6aAAE","Disbursed","Item Updated"
"0068p000003oikQAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oikQAAQ","Disbursed","Item Updated"
"0068p000003ofPUAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ofPUAAY","Disbursed","Item Updated"
"0068p000003pzaEAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pzaEAAQ","Disbursed","Item Updated"
"0068p000003qp7eAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qp7eAAA","Disbursed","Item Updated"
"0068p000003qndXAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qndXAAQ","Disbursed","Item Updated"
"0068p000003j0gZAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003j0gZAAQ","Disbursed","Item Updated"
"0068p000003hub3AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003hub3AAA","Disbursed","Item Updated"
"0068p000003muf3AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003muf3AAA","Disbursed","Item Updated"
"0068p000003kx30AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kx30AAA","Disbursed","Item Updated"
"0068p000003l3AgAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003l3AgAAI","Disbursed","Item Updated"
"0068p000003lQRaAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003lQRaAAM","Disbursed","Item Updated"
"0068p000003oksGAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oksGAAQ","Disbursed","Item Updated"
"0068p000003kYCzAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kYCzAAM","Disbursed","Item Updated"
"0068p000003k1XPAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003k1XPAAY","Disbursed","Item Updated"
"0068p000003kZ4xAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kZ4xAAE","Disbursed","Item Updated"
"0068p000003kZ1AAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kZ1AAAU","Disbursed","Item Updated"
"0068p000003okXFAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003okXFAAY","Disbursed","Item Updated"
"0068p000003mBvbAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mBvbAAE","Disbursed","Item Updated"
"0068p000003mAE4AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mAE4AAM","Disbursed","Item Updated"
"0068p000003pgo2AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pgo2AAA","Disbursed","Item Updated"
"0068p000003pgo1AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pgo1AAA","Disbursed","Item Updated"
"0068p000003pfCjAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pfCjAAI","Disbursed","Item Updated"
"0068p000003kiG1AAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kiG1AAI","Disbursed","Item Updated"
"0068p000003itMtAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003itMtAAI","Disbursed","Item Updated"
"0068p000003ki3XAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ki3XAAQ","Disbursed","Item Updated"
"0068p000003kjKSAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kjKSAAY","Disbursed","Item Updated"
"0068p000003m6kUAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003m6kUAAQ","Disbursed","Item Updated"
"0068p000003pIJjAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pIJjAAM","Disbursed","Item Updated"
"0068p000003lv3KAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003lv3KAAQ","Disbursed","Item Updated"
"0068p000003m7N0AAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003m7N0AAI","Disbursed","Item Updated"
"0068p000003pcy5AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pcy5AAA","Disbursed","Item Updated"
"0068p000003pdycAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pdycAAA","Disbursed","Item Updated"
"0068p000003pz64AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pz64AAA","Disbursed","Item Updated"
"0068p000003pdz6AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pdz6AAA","Disbursed","Item Updated"
"0068p000003mtilAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mtilAAA","Disbursed","Item Updated"
"0068p000003pdz5AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pdz5AAA","Disbursed","Item Updated"
"0068p000003o6mHAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003o6mHAAQ","Disbursed","Item Updated"
"0068p000003o6h7AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003o6h7AAA","Disbursed","Item Updated"
"0068p000003o4IXAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003o4IXAAY","Disbursed","Item Updated"
"0068p000003rB2tAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003rB2tAAE","Disbursed","Item Updated"
"0068p000003mu6sAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mu6sAAA","Disbursed","Item Updated"
"0068p000003pkDIAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pkDIAAY","Disbursed","Item Updated"
"0068p000003pfYWAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pfYWAAY","Disbursed","Item Updated"
"0068p000003ops0AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ops0AAA","Disbursed","Item Updated"
"0068p000003mRL9AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mRL9AAM","Disbursed","Item Updated"
"0068p000003nSM6AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003nSM6AAM","Disbursed","Item Updated"
"0068p000003nSPiAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003nSPiAAM","Disbursed","Item Updated"
"0068p000003nSM5AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003nSM5AAM","Disbursed","Item Updated"
"0068p000003mBUfAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mBUfAAM","Disbursed","Item Updated"
"0068p000003pHBUAA2","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pHBUAA2","Disbursed","Item Updated"
"0068p000003pPD8AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pPD8AAM","Disbursed","Item Updated"
"0068p000003oFsgAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oFsgAAE","Disbursed","Item Updated"
"0068p000003pHm1AAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pHm1AAE","Disbursed","Item Updated"
"0068p000003q1EYAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003q1EYAAY","Disbursed","Item Updated"
"0068p000003pyOdAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pyOdAAI","Disbursed","Item Updated"
"0068p000003q1IpAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003q1IpAAI","Disbursed","Item Updated"
"0068p000003py0vAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003py0vAAA","Disbursed","Item Updated"
"0068p000003pyqgAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pyqgAAA","Disbursed","Item Updated"
"0068p000003omnSAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003omnSAAQ","Disbursed","Item Updated"
"0068p000003rCO2AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003rCO2AAM","Disbursed","Item Updated"
"0068p000003qDcTAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qDcTAAU","Disbursed","Item Updated"
"0068p000003qBswAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qBswAAE","Disbursed","Item Updated"
"0068p000003r9qCAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003r9qCAAQ","Disbursed","Item Updated"
"0068p000003rl18AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003rl18AAA","Disbursed","Item Updated"
"0068p000003prHLAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003prHLAAY","Disbursed","Item Updated"
"0068p000003qHqBAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qHqBAAU","Disbursed","Item Updated"
"0068p000003qGqoAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qGqoAAE","Disbursed","Item Updated"
"0068p000003qQ9ZAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qQ9ZAAU","Disbursed","Item Updated"
"0068p000003qkmIAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qkmIAAQ","Disbursed","Item Updated"
"0068p000003qQ9YAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qQ9YAAU","Disbursed","Item Updated"
"0068p000003mQooAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mQooAAE","Disbursed","Item Updated"
"0068p000003mR8yAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mR8yAAE","Disbursed","Item Updated"
"0068p000003p5BZAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003p5BZAAY","Disbursed","Item Updated"
"0068p000003omssAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003omssAAA","Disbursed","Item Updated"
"0068p000003jcKRAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003jcKRAAY","Disbursed","Item Updated"
"0068p000003omsrAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003omsrAAA","Disbursed","Item Updated"
"0068p000003octsAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003octsAAA","Disbursed","Item Updated"
"0068p000003o7DOAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003o7DOAAY","Disbursed","Item Updated"
"0068p000003mlxvAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mlxvAAA","Disbursed","Item Updated"
"0068p000003iMImAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003iMImAAM","Disbursed","Item Updated"
"0068p000003obtQAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003obtQAAQ","Disbursed","Item Updated"
"0068p000003nMO4AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003nMO4AAM","Disbursed","Item Updated"
"0068p000003pdMVAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pdMVAAY","Disbursed","Item Updated"
"0068p000003ojDSAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ojDSAAY","Disbursed","Item Updated"
"0068p000003pb3iAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pb3iAAA","Disbursed","Item Updated"
"0068p000003oBgiAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oBgiAAE","Disbursed","Item Updated"
"0068p000003rnqoAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003rnqoAAA","Disbursed","Item Updated"
"0068p000003qDhsAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qDhsAAE","Disbursed","Item Updated"
"0068p000003qDxHAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qDxHAAU","Disbursed","Item Updated"
"0068p000003oPzKAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oPzKAAU","Disbursed","Item Updated"
"0068p000003kXDpAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kXDpAAM","Disbursed","Item Updated"
"0068p000003pa9OAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pa9OAAQ","Disbursed","Item Updated"
"0068p000003pZ09AAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pZ09AAE","Disbursed","Item Updated"
"0068p000003olS0AAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003olS0AAI","Disbursed","Item Updated"
"0068p000003oow1AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oow1AAA","Disbursed","Item Updated"
"0068p000003pZ1xAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pZ1xAAE","Disbursed","Item Updated"
"0068p000003jaTfAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003jaTfAAI","Disbursed","Item Updated"
"0068p000003jaSXAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003jaSXAAY","Disbursed","Item Updated"
"0068p000003o9yfAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003o9yfAAA","Disbursed","Item Updated"
"0068p000003osyIAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003osyIAAQ","Disbursed","Item Updated"
"0068p000003nrrEAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003nrrEAAQ","Disbursed","Item Updated"
"0068p000003ojkPAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ojkPAAQ","Disbursed","Item Updated"
"0068p000003qHEHAA2","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qHEHAA2","Disbursed","Item Updated"
"0068p000003oEaSAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oEaSAAU","Disbursed","Item Updated"
"0068p000003rPeNAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003rPeNAAU","Disbursed","Item Updated"
"0068p000003rPQBAA2","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003rPQBAA2","Disbursed","Item Updated"
"0068p000003r9ceAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003r9ceAAA","Disbursed","Item Updated"
"0068p000003k3JYAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003k3JYAAY","Disbursed","Item Updated"
"0068p000003r9ccAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003r9ccAAA","Disbursed","Item Updated"
"0068p000003r9i9AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003r9i9AAA","Disbursed","Item Updated"
"0068p000003j1pDAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003j1pDAAQ","Disbursed","Item Updated"
"0068p000003sC6XAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003sC6XAAU","Disbursed","Item Updated"
"0068p000003r4qCAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003r4qCAAQ","Disbursed","Item Updated"
"0068p000003bsLyAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003bsLyAAI","Disbursed","Item Updated"
"0068p000003syTXAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003syTXAAY","Disbursed","Item Updated"
"0068p000003o70eAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003o70eAAA","Disbursed","Item Updated"
"0068p000003o9rUAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003o9rUAAQ","Disbursed","Item Updated"
"0068p000003oEaTAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oEaTAAU","Disbursed","Item Updated"
"0068p000003mv5SAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mv5SAAQ","Disbursed","Item Updated"
"0068p000003ro2BAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003ro2BAAQ","Disbursed","Item Updated"
"0068p000003rnrnAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003rnrnAAA","Disbursed","Item Updated"
"0068p000003otqkAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003otqkAAA","Disbursed","Item Updated"
"0068p000003pGajAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pGajAAE","Disbursed","Item Updated"
"0068p000003pWhFAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pWhFAAU","Disbursed","Item Updated"
"0068p000003kWZeAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kWZeAAM","Disbursed","Item Updated"
"0068p000003pz0rAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pz0rAAA","Disbursed","Item Updated"
"0068p000003pz0pAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pz0pAAA","Disbursed","Item Updated"
"0068p000003lQYnAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003lQYnAAM","Disbursed","Item Updated"
"0068p000003lz3YAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003lz3YAAQ","Disbursed","Item Updated"
"0068p000003mm36AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mm36AAA","Disbursed","Item Updated"
"0068p000003bsLxAAI","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003bsLxAAI","Disbursed","Item Updated"
"0068p000003j0leAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003j0leAAA","Disbursed","Item Updated"
"0068p000003pW2oAAE","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pW2oAAE","Disbursed","Item Updated"
"0068p000003pYUcAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pYUcAAM","Disbursed","Item Updated"
"0068p000003m2VKAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003m2VKAAY","Disbursed","Item Updated"
"0068p000003mqRHAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mqRHAAY","Disbursed","Item Updated"
"0068p000003oWF4AAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003oWF4AAM","Disbursed","Item Updated"
"0068p000003mlxWAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mlxWAAQ","Disbursed","Item Updated"
"0068p000003dcgtAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003dcgtAAA","Disbursed","Item Updated"
"0068p000003qmJWAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003qmJWAAY","Disbursed","Item Updated"
"0068p000003orHXAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003orHXAAY","Disbursed","Item Updated"
"0068p000003opsCAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003opsCAAQ","Disbursed","Item Updated"
"0068p000003kxSSAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003kxSSAAY","Disbursed","Item Updated"
"0068p000003pNdKAAU","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pNdKAAU","Disbursed","Item Updated"
"0068p000003pBGtAAM","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pBGtAAM","Disbursed","Item Updated"
"0068p000003mt1mAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003mt1mAAA","Disbursed","Item Updated"
"0068p000003pITAAA2","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pITAAA2","Disbursed","Item Updated"
"0068p000003pal4AAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pal4AAA","Disbursed","Item Updated"
"0068p000003pb3JAAQ","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pb3JAAQ","Disbursed","Item Updated"
"0068p000003syTYAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003syTYAAY","Disbursed","Item Updated"
"0068p000003pbGYAAY","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003pbGYAAY","Disbursed","Item Updated"
"0068p000003k17rAAA","Disbursed","2022-09-20T01:47:59Z","Disbursed","0068p000003k17rAAA","Disbursed","Item Updated"
